Country Name,Country Code,Series Name,Series Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Qatar,QAT,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,16720.312600813,17349.1409628863,16057.1938480241,16483.6816381068,15225.3387833458,15080.9299565796,14654.0859496771,14582.1045916355,14355.969832441,13703.1756863157,14818.4563992498,15242.9537164692,15624.7081134006,15511.060184126,15871.0869865828,16547.8794559557,19006.441007248,19348.547589953,19839.0109485597,18431.9261663519,19621.8405139404,21300.0739617271,20727.8667509545,22120.4303016465,19256.5154088813,19155.8525242886,18167.4919015365,15832.0338003856,14643.2833981089,14890.4256734663,15370.6935931807,17344.3475140683,17266.0950047056,17922.7037876514,..,..,..,..,..
Qatar,QAT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86566.3028502583,86643.643572231,89119.3841700279,86886.948579317,93748.5501253273,87721.9494076292,93656.339066791,92749.5566582996,92555.300335948,89954.8461147408,95908.3128170241,99147.2881807429,96261.4873345299,95499.9076127647,95578.2615108733,95965.2512366176,95601.8073141158,91738.7527899469,90970.0609016321,90043.7990029688
Qatar,QAT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,26.3293265445383,30.737410588607,29.6324406594227,33.1220250499024,36.4662632828709,37.1021741289753,40.074177417225,47.4295748337443,48.0450209041166,50.8338504362947,48.3740022651051,46.5843811431628,50.7121546892359,50.9540338292333,49.2080512905654,44.5338058440823,42.7983076801926,40.8965241903832,36.9187084824819,32.6718001907159,32.6343023413709,33.4944129029405,34.1882218350417,32.5989398042802,33.2058951082951,33.0435103212435,32.7458882732817,32.1279896721864,31.0675333014145,32.4744687618012
Saudi Arabia,SAU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,4102.9173359261,4314.48656460989,4430.15487732298,3680.25537981176,3505.8791075355,3330.79808298682,3801.98527405769,4172.20729124102,4013.82560988119,3573.07340382582,4025.65658053163,4451.08919990793,4495.72559643629,4613.29552457592,4533.90209342989,4752.50667981237,4444.96875324945,4646.87920382953,4634.42721200111,4735.65803838977,4737.58086608624,5102.01871818265,5012.94525517948,5178.92924323617,5145.60138225387,5543.05784239102,5571.71244684597,6046.69905037114,6257.64840152213,6764.3747592215,6301.29330794407,6871.87116981272,6394.94193708797,6905.84343952665,..,..,..,..,..
Saudi Arabia,SAU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,41392.5141534484,46075.1090507789,46498.5368132958,44623.4906522211,43761.2981339461,42855.766269133,43073.1111485251,42710.8910811192,43111.0626105891,40643.8185626507,41955.1886329889,40393.9535156147,38170.2059967206,41229.7937674193,43210.2302308238,44309.5143717495,44276.8727488608,43865.9002760398,45340.0974962731,43169.5225780974,44036.7472381053,46989.1341632751,48024.4357876718,47848.3649479415,48209.1275733208,48921.1982963024,48625.8458549031,47306.2120226254,47629.9518105434,46999.9381372314
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,10.5588431435526,11.2045202038194,11.6903124896211,11.4426955761647,11.3294508900202,10.9894472763522,11.4348952021933,11.3396421461011,11.8231027268907,11.8606369219468,12.0819750830436,11.983881634396,12.4854840483438,12.6835503064802,12.9639080670718,13.2384821888873,13.6923714886574,14.0808331284337,15.0537680568137,15.2656918240584,16.2693698558667,16.4064206608081,16.891496793737,16.744610018225,17.4831633194387,17.8194014732166,17.2987182793377,16.466783296664,15.4663907693256,15.2845787251876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/16/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
